mes_ano,valor_original,cidade,metrica,valor_reais
08-2017,397.89,Vitória,preco_cesta,397.89
09-2017,391.76,Vitória,preco_cesta,391.76
10-2017,393.71,Vitória,preco_cesta,393.71
11-2017,387.93,Vitória,preco_cesta,387.93
12-2017,385.19,Vitória,preco_cesta,385.19
01-2018,417.73,Vitória,preco_cesta,417.73
02-2018,410.84,Vitória,preco_cesta,410.84
03-2018,410.59,Vitória,preco_cesta,410.59
04-2018,409.8,Vitória,preco_cesta,409.8
05-2018,409.95,Vitória,preco_cesta,409.95
06-2018,413.73,Vitória,preco_cesta,413.73
07-2018,406.43,Vitória,preco_cesta,406.43
08-2018,395.7,Vitória,preco_cesta,395.7
09-2018,395.64,Vitória,preco_cesta,395.64
10-2018,419.69,Vitória,preco_cesta,419.69
11-2018,408.55,Vitória,preco_cesta,408.55
12-2018,403.79,Vitória,preco_cesta,403.79
01-2019,424.21,Vitória,preco_cesta,424.21
02-2019,449.54,Vitória,preco_cesta,449.54
03-2019,475.84,Vitória,preco_cesta,475.84
04-2019,498.54,Vitória,preco_cesta,498.54
05-2019,484.84,Vitória,preco_cesta,484.84
06-2019,485.34,Vitória,preco_cesta,485.34
07-2019,466.93,Vitória,preco_cesta,466.93
08-2019,441.5,Vitória,preco_cesta,441.5
09-2019,429.06,Vitória,preco_cesta,429.06
10-2019,428.25,Vitória,preco_cesta,428.25
11-2019,462.06,Vitória,preco_cesta,462.06
12-2019,499.23,Vitória,preco_cesta,499.23
01-2020,492.2,Vitória,preco_cesta,492.2
02-2020,480.03,Vitória,preco_cesta,480.03
03-2020,504.78,Vitória,preco_cesta,504.78
04-2020,537.89,Vitória,preco_cesta,537.89
05-2020,536.73,Vitória,preco_cesta,536.73
06-2020,500.01,Vitória,preco_cesta,500.01
07-2020,484.8,Vitória,preco_cesta,484.8
08-2020,509.45,Vitória,preco_cesta,509.45
09-2020,539.36,Vitória,preco_cesta,539.36
10-2020,552.85,Vitória,preco_cesta,552.85
11-2020,606.59,Vitória,preco_cesta,606.59
12-2020,600.28,Vitória,preco_cesta,600.28
01-2021,624.62,Vitória,preco_cesta,624.62
02-2021,609.27,Vitória,preco_cesta,609.27
03-2021,596.91,Vitória,preco_cesta,596.91
04-2021,610.98,Vitória,preco_cesta,610.98
05-2021,616.96,Vitória,preco_cesta,616.96
06-2021,611.29,Vitória,preco_cesta,611.29
07-2021,612.45,Vitória,preco_cesta,612.45
08-2021,618.96,Vitória,preco_cesta,618.96
09-2021,633.03,Vitória,preco_cesta,633.03
10-2021,670.99,Vitória,preco_cesta,670.99
11-2021,668.17,Vitória,preco_cesta,668.17
12-2021,662.01,Vitória,preco_cesta,662.01
01-2022,677.54,Vitória,preco_cesta,677.54
02-2022,682.54,Vitória,preco_cesta,682.54
03-2022,704.93,Vitória,preco_cesta,704.93
04-2022,729.31,Vitória,preco_cesta,729.31
05-2022,698.24,Vitória,preco_cesta,698.24
06-2022,692.84,Vitória,preco_cesta,692.84
07-2022,700.75,Vitória,preco_cesta,700.75
08-2022,697.39,Vitória,preco_cesta,697.39
09-2022,686.26,Vitória,preco_cesta,686.26
10-2022,707.78,Vitória,preco_cesta,707.78
11-2022,713.57,Vitória,preco_cesta,713.57
12-2022,728.78,Vitória,preco_cesta,728.78
01-2023,726.23,Vitória,preco_cesta,726.23
02-2023,709.21,Vitória,preco_cesta,709.21
03-2023,699.16,Vitória,preco_cesta,699.16
04-2023,703.9,Vitória,preco_cesta,703.9
05-2023,706.06,Vitória,preco_cesta,706.06
06-2023,691.34,Vitória,preco_cesta,691.34
07-2023,674.54,Vitória,preco_cesta,674.54
08-2023,660.88,Vitória,preco_cesta,660.88
09-2023,681.91,Vitória,preco_cesta,681.91
10-2023,675.16,Vitória,preco_cesta,675.16
11-2023,675.45,Vitória,preco_cesta,675.45
12-2023,688.86,Vitória,preco_cesta,688.86
01-2024,719.3,Vitória,preco_cesta,719.3
02-2024,731.83,Vitória,preco_cesta,731.83
03-2024,729.34,Vitória,preco_cesta,729.34
04-2024,726.82,Vitória,preco_cesta,726.82
05-2024,723.91,Vitória,preco_cesta,723.91
06-2024,718.43,Vitória,preco_cesta,718.43
07-2024,688.45,Vitória,preco_cesta,688.45
08-2024,684.21,Vitória,preco_cesta,684.21
09-2024,694.87,Vitória,preco_cesta,694.87
10-2024,708.06,Vitória,preco_cesta,708.06
11-2024,726.51,Vitória,preco_cesta,726.51
12-2024,747.42,Vitória,preco_cesta,747.42
