mes_ano,valor_original,cidade,metrica,valor_minutos
05-2000,143h31m,Rio de Janeiro,horas_trabalho,8611.0
06-2000,142h23m,Rio de Janeiro,horas_trabalho,8543.0
07-2000,147h45m,Rio de Janeiro,horas_trabalho,8865.0
08-2000,154h26m,Rio de Janeiro,horas_trabalho,9266.0
09-2000,158h25m,Rio de Janeiro,horas_trabalho,9505.0
10-2000,164h38m,Rio de Janeiro,horas_trabalho,9878.0
11-2000,167h42m,Rio de Janeiro,horas_trabalho,10062.0
12-2000,165h01m,Rio de Janeiro,horas_trabalho,9901.0
01-2001,169h54m,Rio de Janeiro,horas_trabalho,10194.0
02-2001,166h59m,Rio de Janeiro,horas_trabalho,10019.0
03-2001,171h20m,Rio de Janeiro,horas_trabalho,10280.0
04-2001,144h56m,Rio de Janeiro,horas_trabalho,8696.0
05-2001,149h54m,Rio de Janeiro,horas_trabalho,8994.0
06-2001,147h19m,Rio de Janeiro,horas_trabalho,8839.0
07-2001,149h13m,Rio de Janeiro,horas_trabalho,8953.0
08-2001,153h32m,Rio de Janeiro,horas_trabalho,9212.0
09-2001,146h14m,Rio de Janeiro,horas_trabalho,8774.0
10-2001,143h10m,Rio de Janeiro,horas_trabalho,8590.0
11-2001,153h00m,Rio de Janeiro,horas_trabalho,9180.0
12-2001,154h15m,Rio de Janeiro,horas_trabalho,9255.0
01-2002,154h29m,Rio de Janeiro,horas_trabalho,9269.0
02-2002,150h51m,Rio de Janeiro,horas_trabalho,9051.0
03-2002,154h48m,Rio de Janeiro,horas_trabalho,9288.0
04-2002,140h46m,Rio de Janeiro,horas_trabalho,8446.0
05-2002,138h06m,Rio de Janeiro,horas_trabalho,8286.0
06-2002,137h36m,Rio de Janeiro,horas_trabalho,8256.0
07-2002,140h08m,Rio de Janeiro,horas_trabalho,8408.0
08-2002,141h41m,Rio de Janeiro,horas_trabalho,8501.0
09-2002,147h09m,Rio de Janeiro,horas_trabalho,8829.0
10-2002,148h12m,Rio de Janeiro,horas_trabalho,8892.0
11-2002,162h51m,Rio de Janeiro,horas_trabalho,9771.0
12-2002,161h15m,Rio de Janeiro,horas_trabalho,9675.0
01-2003,165h49m,Rio de Janeiro,horas_trabalho,9949.0
02-2003,171h43m,Rio de Janeiro,horas_trabalho,10303.0
03-2003,183h26m,Rio de Janeiro,horas_trabalho,11006.0
04-2003,158h46m,Rio de Janeiro,horas_trabalho,9526.0
05-2003,152h39m,Rio de Janeiro,horas_trabalho,9159.0
06-2003,144h12m,Rio de Janeiro,horas_trabalho,8652.0
07-2003,139h39m,Rio de Janeiro,horas_trabalho,8379.0
08-2003,133h48m,Rio de Janeiro,horas_trabalho,8028.0
09-2003,137h04m,Rio de Janeiro,horas_trabalho,8224.0
10-2003,140h14m,Rio de Janeiro,horas_trabalho,8414.0
11-2003,144h56m,Rio de Janeiro,horas_trabalho,8696.0
12-2003,143h03m,Rio de Janeiro,horas_trabalho,8583.0
01-2004,152h58m,Rio de Janeiro,horas_trabalho,9178.0
02-2004,148h25m,Rio de Janeiro,horas_trabalho,8905.0
03-2004,145h21m,Rio de Janeiro,horas_trabalho,8721.0
04-2004,140h47m,Rio de Janeiro,horas_trabalho,8447.0
05-2004,136h02m,Rio de Janeiro,horas_trabalho,8162.0
06-2004,144h37m,Rio de Janeiro,horas_trabalho,8677.0
07-2004,142h36m,Rio de Janeiro,horas_trabalho,8556.0
08-2004,151h18m,Rio de Janeiro,horas_trabalho,9078.0
09-2004,145h07m,Rio de Janeiro,horas_trabalho,8707.0
10-2004,141h29m,Rio de Janeiro,horas_trabalho,8489.0
11-2004,138h55m,Rio de Janeiro,horas_trabalho,8335.0
12-2004,139h56m,Rio de Janeiro,horas_trabalho,8396.0
01-2005,139h27m,Rio de Janeiro,horas_trabalho,8367.0
02-2005,143h40m,Rio de Janeiro,horas_trabalho,8620.0
03-2005,141h19m,Rio de Janeiro,horas_trabalho,8479.0
04-2005,144h01m,Rio de Janeiro,horas_trabalho,8641.0
05-2005,131h52m,Rio de Janeiro,horas_trabalho,7912.0
06-2005,126h19m,Rio de Janeiro,horas_trabalho,7579.0
07-2005,123h38m,Rio de Janeiro,horas_trabalho,7418.0
08-2005,120h40m,Rio de Janeiro,horas_trabalho,7240.0
09-2005,118h39m,Rio de Janeiro,horas_trabalho,7119.0
10-2005,120h37m,Rio de Janeiro,horas_trabalho,7237.0
11-2005,129h18m,Rio de Janeiro,horas_trabalho,7758.0
12-2005,130h36m,Rio de Janeiro,horas_trabalho,7836.0
01-2006,126h43m,Rio de Janeiro,horas_trabalho,7603.0
02-2006,126h35m,Rio de Janeiro,horas_trabalho,7595.0
03-2006,123h42m,Rio de Janeiro,horas_trabalho,7422.0
04-2006,110h24m,Rio de Janeiro,horas_trabalho,6624.0
05-2006,106h11m,Rio de Janeiro,horas_trabalho,6371.0
06-2006,103h45m,Rio de Janeiro,horas_trabalho,6225.0
07-2006,100h22m,Rio de Janeiro,horas_trabalho,6022.0
08-2006,97h34m,Rio de Janeiro,horas_trabalho,5854.0
09-2006,102h40m,Rio de Janeiro,horas_trabalho,6160.0
10-2006,104h49m,Rio de Janeiro,horas_trabalho,6289.0
11-2006,112h34m,Rio de Janeiro,horas_trabalho,6754.0
12-2006,107h44m,Rio de Janeiro,horas_trabalho,6464.0
01-2007,110h59m,Rio de Janeiro,horas_trabalho,6659.0
02-2007,111h41m,Rio de Janeiro,horas_trabalho,6701.0
03-2007,120h51m,Rio de Janeiro,horas_trabalho,7251.0
04-2007,104h55m,Rio de Janeiro,horas_trabalho,6295.0
05-2007,101h30m,Rio de Janeiro,horas_trabalho,6090.0
06-2007,100h21m,Rio de Janeiro,horas_trabalho,6021.0
07-2007,102h53m,Rio de Janeiro,horas_trabalho,6173.0
08-2007,105h27m,Rio de Janeiro,horas_trabalho,6327.0
09-2007,108h49m,Rio de Janeiro,horas_trabalho,6529.0
10-2007,112h28m,Rio de Janeiro,horas_trabalho,6748.0
11-2007,112h51m,Rio de Janeiro,horas_trabalho,6771.0
12-2007,112h35m,Rio de Janeiro,horas_trabalho,6755.0
01-2008,119h23m,Rio de Janeiro,horas_trabalho,7163.0
02-2008,118h00m,Rio de Janeiro,horas_trabalho,7080.0
03-2008,113h48m,Rio de Janeiro,horas_trabalho,6828.0
04-2008,117h49m,Rio de Janeiro,horas_trabalho,7069.0
05-2008,118h11m,Rio de Janeiro,horas_trabalho,7091.0
06-2008,125h12m,Rio de Janeiro,horas_trabalho,7512.0
07-2008,127h15m,Rio de Janeiro,horas_trabalho,7635.0
08-2008,113h48m,Rio de Janeiro,horas_trabalho,6828.0
09-2008,114h17m,Rio de Janeiro,horas_trabalho,6857.0
10-2008,117h09m,Rio de Janeiro,horas_trabalho,7029.0
11-2008,119h25m,Rio de Janeiro,horas_trabalho,7165.0
12-2008,127h07m,Rio de Janeiro,horas_trabalho,7627.0
01-2009,119h08m,Rio de Janeiro,horas_trabalho,7148.0
02-2009,105h45m,Rio de Janeiro,horas_trabalho,6345.0
03-2009,103h26m,Rio de Janeiro,horas_trabalho,6206.0
04-2009,105h19m,Rio de Janeiro,horas_trabalho,6319.0
05-2009,104h34m,Rio de Janeiro,horas_trabalho,6274.0
06-2009,104h11m,Rio de Janeiro,horas_trabalho,6251.0
07-2009,100h15m,Rio de Janeiro,horas_trabalho,6015.0
08-2009,101h08m,Rio de Janeiro,horas_trabalho,6068.0
09-2009,103h55m,Rio de Janeiro,horas_trabalho,6235.0
10-2009,106h20m,Rio de Janeiro,horas_trabalho,6380.0
11-2009,107h23m,Rio de Janeiro,horas_trabalho,6443.0
12-2009,100h57m,Rio de Janeiro,horas_trabalho,6057.0
01-2010,92h13m,Rio de Janeiro,horas_trabalho,5533.0
02-2010,95h41m,Rio de Janeiro,horas_trabalho,5741.0
03-2010,103h37m,Rio de Janeiro,horas_trabalho,6217.0
04-2010,109h12m,Rio de Janeiro,horas_trabalho,6552.0
05-2010,103h41m,Rio de Janeiro,horas_trabalho,6221.0
06-2010,98h25m,Rio de Janeiro,horas_trabalho,5905.0
07-2010,91h56m,Rio de Janeiro,horas_trabalho,5516.0
08-2010,91h24m,Rio de Janeiro,horas_trabalho,5484.0
09-2010,94h42m,Rio de Janeiro,horas_trabalho,5682.0
10-2010,99h16m,Rio de Janeiro,horas_trabalho,5956.0
11-2010,104h33m,Rio de Janeiro,horas_trabalho,6273.0
12-2010,104h41m,Rio de Janeiro,horas_trabalho,6281.0
01-2011,102h46m,Rio de Janeiro,horas_trabalho,6166.0
02-2011,100h31m,Rio de Janeiro,horas_trabalho,6031.0
03-2011,104h52m,Rio de Janeiro,horas_trabalho,6292.0
04-2011,103h00m,Rio de Janeiro,horas_trabalho,6180.0
05-2011,104h57m,Rio de Janeiro,horas_trabalho,6297.0
06-2011,103h42m,Rio de Janeiro,horas_trabalho,6222.0
07-2011,97h28m,Rio de Janeiro,horas_trabalho,5848.0
08-2011,102h10m,Rio de Janeiro,horas_trabalho,6130.0
09-2011,101h15m,Rio de Janeiro,horas_trabalho,6075.0
10-2011,101h43m,Rio de Janeiro,horas_trabalho,6103.0
11-2011,105h38m,Rio de Janeiro,horas_trabalho,6338.0
12-2011,106h07m,Rio de Janeiro,horas_trabalho,6367.0
01-2012,96h06m,Rio de Janeiro,horas_trabalho,5766.0
02-2012,93h11m,Rio de Janeiro,horas_trabalho,5591.0
03-2012,90h49m,Rio de Janeiro,horas_trabalho,5449.0
04-2012,89h09m,Rio de Janeiro,horas_trabalho,5349.0
05-2012,92h08m,Rio de Janeiro,horas_trabalho,5528.0
06-2012,95h38m,Rio de Janeiro,horas_trabalho,5738.0
07-2012,102h48m,Rio de Janeiro,horas_trabalho,6168.0
08-2012,107h00m,Rio de Janeiro,horas_trabalho,6420.0
09-2012,105h07m,Rio de Janeiro,horas_trabalho,6307.0
10-2012,104h29m,Rio de Janeiro,horas_trabalho,6269.0
11-2012,96h14m,Rio de Janeiro,horas_trabalho,5774.0
12-2012,99h41m,Rio de Janeiro,horas_trabalho,5981.0
01-2013,98h36m,Rio de Janeiro,horas_trabalho,5916.0
02-2013,99h34m,Rio de Janeiro,horas_trabalho,5974.0
03-2013,102h13m,Rio de Janeiro,horas_trabalho,6133.0
04-2013,106h16m,Rio de Janeiro,horas_trabalho,6376.0
05-2013,104h18m,Rio de Janeiro,horas_trabalho,6258.0
06-2013,100h35m,Rio de Janeiro,horas_trabalho,6035.0
07-2013,97h35m,Rio de Janeiro,horas_trabalho,5855.0
08-2013,96h50m,Rio de Janeiro,horas_trabalho,5810.0
09-2013,95h55m,Rio de Janeiro,horas_trabalho,5755.0
10-2013,101h32m,Rio de Janeiro,horas_trabalho,6092.0
11-2013,102h49m,Rio de Janeiro,horas_trabalho,6169.0
12-2013,102h23m,Rio de Janeiro,horas_trabalho,6143.0
01-2014,94h21m,Rio de Janeiro,horas_trabalho,5661.0
02-2014,95h38m,Rio de Janeiro,horas_trabalho,5738.0
03-2014,104h52m,Rio de Janeiro,horas_trabalho,6292.0
04-2014,105h12m,Rio de Janeiro,horas_trabalho,6312.0
05-2014,105h45m,Rio de Janeiro,horas_trabalho,6345.0
06-2014,104h22m,Rio de Janeiro,horas_trabalho,6262.0
07-2014,100h21m,Rio de Janeiro,horas_trabalho,6021.0
08-2014,99h34m,Rio de Janeiro,horas_trabalho,5974.0
09-2014,99h18m,Rio de Janeiro,horas_trabalho,5958.0
10-2014,102h08m,Rio de Janeiro,horas_trabalho,6128.0
11-2014,99h02m,Rio de Janeiro,horas_trabalho,5942.0
12-2014,102h43m,Rio de Janeiro,horas_trabalho,6163.0
01-2015,98h42m,Rio de Janeiro,horas_trabalho,5922.0
02-2015,99h45m,Rio de Janeiro,horas_trabalho,5985.0
03-2015,100h08m,Rio de Janeiro,horas_trabalho,6008.0
04-2015,104h39m,Rio de Janeiro,horas_trabalho,6279.0
05-2015,110h21m,Rio de Janeiro,horas_trabalho,6621.0
06-2015,102h56m,Rio de Janeiro,horas_trabalho,6176.0
07-2015,103h55m,Rio de Janeiro,horas_trabalho,6235.0
08-2015,100h34m,Rio de Janeiro,horas_trabalho,6034.0
09-2015,101h19m,Rio de Janeiro,horas_trabalho,6079.0
10-2015,100h25m,Rio de Janeiro,horas_trabalho,6025.0
11-2015,107h43m,Rio de Janeiro,horas_trabalho,6463.0
12-2015,110h04m,Rio de Janeiro,horas_trabalho,6604.0
01-2016,112h01m,Rio de Janeiro,horas_trabalho,6721.0
02-2016,107h38m,Rio de Janeiro,horas_trabalho,6458.0
03-2016,110h12m,Rio de Janeiro,horas_trabalho,6612.0
04-2016,108h29m,Rio de Janeiro,horas_trabalho,6509.0
05-2016,109h00m,Rio de Janeiro,horas_trabalho,6540.0
06-2016,109h50m,Rio de Janeiro,horas_trabalho,6590.0
07-2016,112h04m,Rio de Janeiro,horas_trabalho,6724.0
08-2016,113h52m,Rio de Janeiro,horas_trabalho,6832.0
09-2016,112h53m,Rio de Janeiro,horas_trabalho,6773.0
10-2016,114h07m,Rio de Janeiro,horas_trabalho,6847.0
11-2016,112h11m,Rio de Janeiro,horas_trabalho,6731.0
12-2016,110h56m,Rio de Janeiro,horas_trabalho,6656.0
01-2017,103h21m,Rio de Janeiro,horas_trabalho,6201.0
02-2017,99h41m,Rio de Janeiro,horas_trabalho,5981.0
03-2017,101h16m,Rio de Janeiro,horas_trabalho,6076.0
04-2017,105h19m,Rio de Janeiro,horas_trabalho,6319.0
05-2017,103h55m,Rio de Janeiro,horas_trabalho,6235.0
06-2017,98h41m,Rio de Janeiro,horas_trabalho,5921.0
07-2017,99h56m,Rio de Janeiro,horas_trabalho,5996.0
08-2017,96h22m,Rio de Janeiro,horas_trabalho,5782.0
09-2017,96h20m,Rio de Janeiro,horas_trabalho,5780.0
10-2017,98h52m,Rio de Janeiro,horas_trabalho,5932.0
11-2017,95h39m,Rio de Janeiro,horas_trabalho,5739.0
12-2017,98h19m,Rio de Janeiro,horas_trabalho,5899.0
01-2018,102h21m,Rio de Janeiro,horas_trabalho,6141.0
02-2018,101h05m,Rio de Janeiro,horas_trabalho,6065.0
03-2018,101h44m,Rio de Janeiro,horas_trabalho,6104.0
04-2018,101h29m,Rio de Janeiro,horas_trabalho,6089.0
05-2018,102h52m,Rio de Janeiro,horas_trabalho,6172.0
06-2018,102h45m,Rio de Janeiro,horas_trabalho,6165.0
07-2018,97h17m,Rio de Janeiro,horas_trabalho,5837.0
08-2018,96h11m,Rio de Janeiro,horas_trabalho,5771.0
09-2018,96h30m,Rio de Janeiro,horas_trabalho,5790.0
10-2018,102h19m,Rio de Janeiro,horas_trabalho,6139.0
11-2018,106h08m,Rio de Janeiro,horas_trabalho,6368.0
12-2018,107h38m,Rio de Janeiro,horas_trabalho,6458.0
01-2019,101h30m,Rio de Janeiro,horas_trabalho,6090.0
02-2019,102h23m,Rio de Janeiro,horas_trabalho,6143.0
03-2019,109h25m,Rio de Janeiro,horas_trabalho,6565.0
04-2019,113h39m,Rio de Janeiro,horas_trabalho,6819.0
05-2019,108h40m,Rio de Janeiro,horas_trabalho,6520.0
06-2019,109h56m,Rio de Janeiro,horas_trabalho,6596.0
07-2019,105h39m,Rio de Janeiro,horas_trabalho,6339.0
08-2019,101h54m,Rio de Janeiro,horas_trabalho,6114.0
09-2019,101h01m,Rio de Janeiro,horas_trabalho,6061.0
10-2019,101h58m,Rio de Janeiro,horas_trabalho,6118.0
11-2019,100h23m,Rio de Janeiro,horas_trabalho,6023.0
12-2019,113h57m,Rio de Janeiro,horas_trabalho,6837.0
01-2020,107h23m,Rio de Janeiro,horas_trabalho,6443.0
02-2020,106h26m,Rio de Janeiro,horas_trabalho,6386.0
03-2020,112h21m,Rio de Janeiro,horas_trabalho,6741.0
04-2020,114h36m,Rio de Janeiro,horas_trabalho,6876.0
05-2020,117h38m,Rio de Janeiro,horas_trabalho,7058.0
06-2020,107h58m,Rio de Janeiro,horas_trabalho,6478.0
07-2020,106h28m,Rio de Janeiro,horas_trabalho,6388.0
08-2020,111h32m,Rio de Janeiro,horas_trabalho,6692.0
09-2020,118h41m,Rio de Janeiro,horas_trabalho,7121.0
10-2020,124h41m,Rio de Janeiro,horas_trabalho,7481.0
11-2020,132h33m,Rio de Janeiro,horas_trabalho,7953.0
12-2020,130h46m,Rio de Janeiro,horas_trabalho,7846.0
01-2021,128h48m,Rio de Janeiro,horas_trabalho,7728.0
02-2021,125h58m,Rio de Janeiro,horas_trabalho,7558.0
03-2021,122h31m,Rio de Janeiro,horas_trabalho,7351.0
04-2021,124h25m,Rio de Janeiro,horas_trabalho,7465.0
05-2021,124h33m,Rio de Janeiro,horas_trabalho,7473.0
06-2021,123h51m,Rio de Janeiro,horas_trabalho,7431.0
07-2021,124h16m,Rio de Janeiro,horas_trabalho,7456.0
08-2021,126h50m,Rio de Janeiro,horas_trabalho,7610.0
09-2021,128h37m,Rio de Janeiro,horas_trabalho,7717.0
10-2021,134h46m,Rio de Janeiro,horas_trabalho,8086.0
11-2021,133h07m,Rio de Janeiro,horas_trabalho,7987.0
12-2021,133h15m,Rio de Janeiro,horas_trabalho,7995.0
01-2022,125h46m,Rio de Janeiro,horas_trabalho,7546.0
02-2022,126h35m,Rio de Janeiro,horas_trabalho,7595.0
03-2022,136h16m,Rio de Janeiro,horas_trabalho,8176.0
04-2022,139h29m,Rio de Janeiro,horas_trabalho,8369.0
05-2022,131h20m,Rio de Janeiro,horas_trabalho,7880.0
06-2022,133h05m,Rio de Janeiro,horas_trabalho,7985.0
07-2022,131h22m,Rio de Janeiro,horas_trabalho,7882.0
08-2022,130h18m,Rio de Janeiro,horas_trabalho,7818.0
09-2022,129h38m,Rio de Janeiro,horas_trabalho,7778.0
10-2022,133h39m,Rio de Janeiro,horas_trabalho,8019.0
11-2022,136h00m,Rio de Janeiro,horas_trabalho,8160.0
12-2022,136h38m,Rio de Janeiro,horas_trabalho,8198.0
01-2023,130h08m,Rio de Janeiro,horas_trabalho,7808.0
02-2023,126h03m,Rio de Janeiro,horas_trabalho,7563.0
03-2023,124h18m,Rio de Janeiro,horas_trabalho,7458.0
04-2023,126h52m,Rio de Janeiro,horas_trabalho,7612.0
05-2023,124h58m,Rio de Janeiro,horas_trabalho,7498.0
06-2023,123h30m,Rio de Janeiro,horas_trabalho,7410.0
07-2023,123h01m,Rio de Janeiro,horas_trabalho,7381.0
08-2023,120h28m,Rio de Janeiro,horas_trabalho,7228.0
09-2023,119h59m,Rio de Janeiro,horas_trabalho,7199.0
10-2023,120h11m,Rio de Janeiro,horas_trabalho,7211.0
11-2023,121h23m,Rio de Janeiro,horas_trabalho,7283.0
12-2023,123h06m,Rio de Janeiro,horas_trabalho,7386.0
01-2024,123h22m,Rio de Janeiro,horas_trabalho,7402.0
02-2024,129h46m,Rio de Janeiro,horas_trabalho,7786.0
03-2024,126h33m,Rio de Janeiro,horas_trabalho,7593.0
04-2024,124h50m,Rio de Janeiro,horas_trabalho,7490.0
05-2024,124h08m,Rio de Janeiro,horas_trabalho,7448.0
06-2024,126h53m,Rio de Janeiro,horas_trabalho,7613.0
07-2024,118h03m,Rio de Janeiro,horas_trabalho,7083.0
08-2024,116h11m,Rio de Janeiro,horas_trabalho,6971.0
09-2024,117h59m,Rio de Janeiro,horas_trabalho,7079.0
10-2024,120h33m,Rio de Janeiro,horas_trabalho,7233.0
11-2024,121h10m,Rio de Janeiro,horas_trabalho,7270.0
12-2024,121h30m,Rio de Janeiro,horas_trabalho,7290.0
01-1989,146h31m,Vitória,horas_trabalho,8791.0
02-1989,179h36m,Vitória,horas_trabalho,10776.0
03-1989,187h23m,Vitória,horas_trabalho,11243.0
04-1989,202h12m,Vitória,horas_trabalho,12132.0
05-1989,203h48m,Vitória,horas_trabalho,12228.0
06-1989,176h40m,Vitória,horas_trabalho,10600.0
07-1989,164h15m,Vitória,horas_trabalho,9855.0
08-1989,170h30m,Vitória,horas_trabalho,10230.0
09-1989,167h55m,Vitória,horas_trabalho,10075.0
10-1989,139h39m,Vitória,horas_trabalho,8379.0
11-1989,144h25m,Vitória,horas_trabalho,8665.0
12-1989,161h07m,Vitória,horas_trabalho,9667.0
01-1990,173h13m,Vitória,horas_trabalho,10393.0
02-1990,164h35m,Vitória,horas_trabalho,9875.0
03-1990,173h44m,Vitória,horas_trabalho,10424.0
04-1990,176h21m,Vitória,horas_trabalho,10581.0
05-1990,202h32m,Vitória,horas_trabalho,12152.0
06-1990,260h26m,Vitória,horas_trabalho,15626.0
07-1990,215h53m,Vitória,horas_trabalho,12953.0
08-1990,224h29m,Vitória,horas_trabalho,13469.0
09-1990,222h18m,Vitória,horas_trabalho,13338.0
10-1990,214h20m,Vitória,horas_trabalho,12860.0
11-1990,181h48m,Vitória,horas_trabalho,10908.0
12-1990,183h14m,Vitória,horas_trabalho,10994.0
01-1991,169h13m,Vitória,horas_trabalho,10153.0
02-1991,153h37m,Vitória,horas_trabalho,9217.0
03-1991,156h32m,Vitória,horas_trabalho,9392.0
04-1991,140h24m,Vitória,horas_trabalho,8424.0
05-1991,127h00m,Vitória,horas_trabalho,7620.0
06-1991,133h04m,Vitória,horas_trabalho,7984.0
07-1991,155h35m,Vitória,horas_trabalho,9335.0
08-1991,122h22m,Vitória,horas_trabalho,7342.0
09-1991,118h26m,Vitória,horas_trabalho,7106.0
10-1991,165h27m,Vitória,horas_trabalho,9927.0
11-1991,207h33m,Vitória,horas_trabalho,12453.0
12-1991,170h14m,Vitória,horas_trabalho,10214.0
01-1992,146h49m,Vitória,horas_trabalho,8809.0
02-1992,167h04m,Vitória,horas_trabalho,10024.0
03-1992,198h58m,Vitória,horas_trabalho,11938.0
04-1992,236h16m,Vitória,horas_trabalho,14176.0
05-1992,121h18m,Vitória,horas_trabalho,7278.0
06-1992,139h20m,Vitória,horas_trabalho,8360.0
07-1992,173h44m,Vitória,horas_trabalho,10424.0
08-1992,239h36m,Vitória,horas_trabalho,14376.0
09-1992,133h07m,Vitória,horas_trabalho,7987.0
10-1992,167h07m,Vitória,horas_trabalho,10027.0
11-1992,197h12m,Vitória,horas_trabalho,11832.0
12-1992,231h59m,Vitória,horas_trabalho,13919.0
01-1993,122h32m,Vitória,horas_trabalho,7352.0
02-1993,177h14m,Vitória,horas_trabalho,10634.0
03-1993,152h26m,Vitória,horas_trabalho,9146.0
04-1993,212h32m,Vitória,horas_trabalho,12752.0
05-1993,143h20m,Vitória,horas_trabalho,8600.0
06-1993,182h23m,Vitória,horas_trabalho,10943.0
07-1993,168h41m,Vitória,horas_trabalho,10121.0
08-1993,184h21m,Vitória,horas_trabalho,11061.0
09-1993,140h17m,Vitória,horas_trabalho,8417.0
10-1993,151h25m,Vitória,horas_trabalho,9085.0
11-1993,179h40m,Vitória,horas_trabalho,10780.0
12-1993,198h07m,Vitória,horas_trabalho,11887.0
01-1994,159h42m,Vitória,horas_trabalho,9582.0
02-1994,165h25m,Vitória,horas_trabalho,9925.0
03-1994,184h02m,Vitória,horas_trabalho,11042.0
04-1994,184h04m,Vitória,horas_trabalho,11044.0
05-1994,167h30m,Vitória,horas_trabalho,10050.0
06-1994,194h33m,Vitória,horas_trabalho,11673.0
07-1994,211h55m,Vitória,horas_trabalho,12715.0
08-1994,233h45m,Vitória,horas_trabalho,14025.0
09-1994,235h22m,Vitória,horas_trabalho,14122.0
10-1994,243h00m,Vitória,horas_trabalho,14580.0
11-1994,248h45m,Vitória,horas_trabalho,14925.0
12-1994,239h42m,Vitória,horas_trabalho,14382.0
01-1995,186h05m,Vitória,horas_trabalho,11165.0
02-1995,230h09m,Vitória,horas_trabalho,13809.0
03-1995,244h15m,Vitória,horas_trabalho,14655.0
04-1995,268h25m,Vitória,horas_trabalho,16105.0
05-1995,196h24m,Vitória,horas_trabalho,11784.0
06-1995,183h19m,Vitória,horas_trabalho,10999.0
07-1995,163h52m,Vitória,horas_trabalho,9832.0
08-1995,168h28m,Vitória,horas_trabalho,10108.0
09-1995,160h22m,Vitória,horas_trabalho,9622.0
10-1995,154h09m,Vitória,horas_trabalho,9249.0
11-1995,158h45m,Vitória,horas_trabalho,9525.0
12-1995,166h03m,Vitória,horas_trabalho,9963.0
01-1996,174h06m,Vitória,horas_trabalho,10446.0
02-1996,170h08m,Vitória,horas_trabalho,10208.0
03-1996,160h57m,Vitória,horas_trabalho,9657.0
04-1996,164h32m,Vitória,horas_trabalho,9872.0
05-1996,157h43m,Vitória,horas_trabalho,9463.0
06-1996,163h31m,Vitória,horas_trabalho,9811.0
07-1996,162h55m,Vitória,horas_trabalho,9775.0
08-1996,161h09m,Vitória,horas_trabalho,9669.0
09-1996,156h56m,Vitória,horas_trabalho,9416.0
10-1996,155h34m,Vitória,horas_trabalho,9334.0
11-1996,152h57m,Vitória,horas_trabalho,9177.0
12-1996,147h55m,Vitória,horas_trabalho,8875.0
01-1997,146h52m,Vitória,horas_trabalho,8812.0
02-1997,152h10m,Vitória,horas_trabalho,9130.0
03-1997,162h30m,Vitória,horas_trabalho,9750.0
04-1997,164h39m,Vitória,horas_trabalho,9879.0
05-1997,152h40m,Vitória,horas_trabalho,9160.0
06-1997,138h22m,Vitória,horas_trabalho,8302.0
07-1997,137h17m,Vitória,horas_trabalho,8237.0
08-1997,137h33m,Vitória,horas_trabalho,8253.0
09-1997,137h17m,Vitória,horas_trabalho,8237.0
10-1997,143h52m,Vitória,horas_trabalho,8632.0
11-1997,149h20m,Vitória,horas_trabalho,8960.0
12-1997,154h56m,Vitória,horas_trabalho,9296.0
01-1998,157h49m,Vitória,horas_trabalho,9469.0
02-1998,156h42m,Vitória,horas_trabalho,9402.0
03-1998,158h36m,Vitória,horas_trabalho,9516.0
04-1998,164h50m,Vitória,horas_trabalho,9890.0
05-1998,151h31m,Vitória,horas_trabalho,9091.0
06-1998,158h53m,Vitória,horas_trabalho,9533.0
07-1998,147h06m,Vitória,horas_trabalho,8826.0
08-1998,140h24m,Vitória,horas_trabalho,8424.0
09-1998,137h37m,Vitória,horas_trabalho,8257.0
10-1998,138h22m,Vitória,horas_trabalho,8302.0
11-1998,139h02m,Vitória,horas_trabalho,8342.0
12-1998,144h57m,Vitória,horas_trabalho,8697.0
01-1999,137h37m,Vitória,horas_trabalho,8257.0
02-1999,143h23m,Vitória,horas_trabalho,8603.0
03-1999,149h06m,Vitória,horas_trabalho,8946.0
04-1999,155h40m,Vitória,horas_trabalho,9340.0
05-1999,144h30m,Vitória,horas_trabalho,8670.0
06-1999,145h18m,Vitória,horas_trabalho,8718.0
07-1999,137h06m,Vitória,horas_trabalho,8226.0
08-1999,143h34m,Vitória,horas_trabalho,8614.0
09-1999,138h50m,Vitória,horas_trabalho,8330.0
10-1999,145h42m,Vitória,horas_trabalho,8742.0
11-1999,151h13m,Vitória,horas_trabalho,9073.0
12-1999,150h03m,Vitória,horas_trabalho,9003.0
01-2000,153h14m,Vitória,horas_trabalho,9194.0
02-2000,150h48m,Vitória,horas_trabalho,9048.0
03-2000,155h28m,Vitória,horas_trabalho,9328.0
04-2000,142h31m,Vitória,horas_trabalho,8551.0
05-2000,136h31m,Vitória,horas_trabalho,8191.0
06-2000,132h07m,Vitória,horas_trabalho,7927.0
07-2000,130h30m,Vitória,horas_trabalho,7830.0
08-2000,137h04m,Vitória,horas_trabalho,8224.0
09-2000,140h10m,Vitória,horas_trabalho,8410.0
10-2000,142h18m,Vitória,horas_trabalho,8538.0
11-2000,144h04m,Vitória,horas_trabalho,8644.0
12-2000,140h01m,Vitória,horas_trabalho,8401.0
01-2001,138h07m,Vitória,horas_trabalho,8287.0
02-2001,141h41m,Vitória,horas_trabalho,8501.0
03-2001,152h48m,Vitória,horas_trabalho,9168.0
04-2001,138h21m,Vitória,horas_trabalho,8301.0
05-2001,135h36m,Vitória,horas_trabalho,8136.0
06-2001,135h32m,Vitória,horas_trabalho,8132.0
