mes_ano,valor_original,cidade,metrica,valor_minutos
05-2000,150h28m,Belo Horizonte,horas_trabalho,9028.0
06-2000,145h25m,Belo Horizonte,horas_trabalho,8725.0
07-2000,152h24m,Belo Horizonte,horas_trabalho,9144.0
08-2000,155h18m,Belo Horizonte,horas_trabalho,9318.0
09-2000,160h19m,Belo Horizonte,horas_trabalho,9619.0
10-2000,165h26m,Belo Horizonte,horas_trabalho,9926.0
11-2000,167h52m,Belo Horizonte,horas_trabalho,10072.0
12-2000,161h54m,Belo Horizonte,horas_trabalho,9714.0
01-2001,171h15m,Belo Horizonte,horas_trabalho,10275.0
02-2001,172h35m,Belo Horizonte,horas_trabalho,10355.0
03-2001,173h08m,Belo Horizonte,horas_trabalho,10388.0
04-2001,155h41m,Belo Horizonte,horas_trabalho,9341.0
05-2001,151h13m,Belo Horizonte,horas_trabalho,9073.0
06-2001,141h40m,Belo Horizonte,horas_trabalho,8500.0
07-2001,142h34m,Belo Horizonte,horas_trabalho,8554.0
08-2001,139h05m,Belo Horizonte,horas_trabalho,8345.0
09-2001,140h38m,Belo Horizonte,horas_trabalho,8438.0
10-2001,145h23m,Belo Horizonte,horas_trabalho,8723.0
11-2001,145h46m,Belo Horizonte,horas_trabalho,8746.0
12-2001,147h55m,Belo Horizonte,horas_trabalho,8875.0
01-2002,148h37m,Belo Horizonte,horas_trabalho,8917.0
02-2002,144h28m,Belo Horizonte,horas_trabalho,8668.0
03-2002,142h00m,Belo Horizonte,horas_trabalho,8520.0
04-2002,130h05m,Belo Horizonte,horas_trabalho,7805.0
05-2002,128h37m,Belo Horizonte,horas_trabalho,7717.0
06-2002,130h25m,Belo Horizonte,horas_trabalho,7825.0
07-2002,134h07m,Belo Horizonte,horas_trabalho,8047.0
08-2002,135h36m,Belo Horizonte,horas_trabalho,8136.0
09-2002,147h30m,Belo Horizonte,horas_trabalho,8850.0
10-2002,146h44m,Belo Horizonte,horas_trabalho,8804.0
11-2002,158h52m,Belo Horizonte,horas_trabalho,9532.0
12-2002,166h02m,Belo Horizonte,horas_trabalho,9962.0
01-2003,165h35m,Belo Horizonte,horas_trabalho,9935.0
02-2003,168h59m,Belo Horizonte,horas_trabalho,10139.0
03-2003,180h08m,Belo Horizonte,horas_trabalho,10808.0
04-2003,153h57m,Belo Horizonte,horas_trabalho,9237.0
05-2003,147h36m,Belo Horizonte,horas_trabalho,8856.0
06-2003,139h35m,Belo Horizonte,horas_trabalho,8375.0
07-2003,132h25m,Belo Horizonte,horas_trabalho,7945.0
08-2003,130h01m,Belo Horizonte,horas_trabalho,7801.0
09-2003,134h38m,Belo Horizonte,horas_trabalho,8078.0
10-2003,136h08m,Belo Horizonte,horas_trabalho,8168.0
11-2003,139h07m,Belo Horizonte,horas_trabalho,8347.0
12-2003,138h02m,Belo Horizonte,horas_trabalho,8282.0
01-2004,145h41m,Belo Horizonte,horas_trabalho,8741.0
02-2004,143h15m,Belo Horizonte,horas_trabalho,8595.0
03-2004,141h38m,Belo Horizonte,horas_trabalho,8498.0
04-2004,140h33m,Belo Horizonte,horas_trabalho,8433.0
05-2004,136h49m,Belo Horizonte,horas_trabalho,8209.0
06-2004,140h33m,Belo Horizonte,horas_trabalho,8433.0
07-2004,143h30m,Belo Horizonte,horas_trabalho,8610.0
08-2004,149h06m,Belo Horizonte,horas_trabalho,8946.0
09-2004,140h30m,Belo Horizonte,horas_trabalho,8430.0
10-2004,142h48m,Belo Horizonte,horas_trabalho,8568.0
11-2004,131h59m,Belo Horizonte,horas_trabalho,7919.0
12-2004,128h51m,Belo Horizonte,horas_trabalho,7731.0
01-2005,127h24m,Belo Horizonte,horas_trabalho,7644.0
02-2005,127h45m,Belo Horizonte,horas_trabalho,7665.0
03-2005,133h15m,Belo Horizonte,horas_trabalho,7995.0
04-2005,141h57m,Belo Horizonte,horas_trabalho,8517.0
05-2005,132h16m,Belo Horizonte,horas_trabalho,7936.0
06-2005,123h15m,Belo Horizonte,horas_trabalho,7395.0
07-2005,120h54m,Belo Horizonte,horas_trabalho,7254.0
08-2005,117h13m,Belo Horizonte,horas_trabalho,7033.0
09-2005,113h39m,Belo Horizonte,horas_trabalho,6819.0
10-2005,115h34m,Belo Horizonte,horas_trabalho,6934.0
11-2005,126h20m,Belo Horizonte,horas_trabalho,7580.0
12-2005,129h43m,Belo Horizonte,horas_trabalho,7783.0
01-2006,123h56m,Belo Horizonte,horas_trabalho,7436.0
02-2006,119h21m,Belo Horizonte,horas_trabalho,7161.0
03-2006,120h59m,Belo Horizonte,horas_trabalho,7259.0
04-2006,107h00m,Belo Horizonte,horas_trabalho,6420.0
05-2006,103h56m,Belo Horizonte,horas_trabalho,6236.0
06-2006,100h33m,Belo Horizonte,horas_trabalho,6033.0
07-2006,98h32m,Belo Horizonte,horas_trabalho,5912.0
08-2006,100h43m,Belo Horizonte,horas_trabalho,6043.0
09-2006,101h18m,Belo Horizonte,horas_trabalho,6078.0
10-2006,108h17m,Belo Horizonte,horas_trabalho,6497.0
11-2006,112h40m,Belo Horizonte,horas_trabalho,6760.0
12-2006,107h48m,Belo Horizonte,horas_trabalho,6468.0
01-2007,110h47m,Belo Horizonte,horas_trabalho,6647.0
02-2007,116h31m,Belo Horizonte,horas_trabalho,6991.0
03-2007,119h30m,Belo Horizonte,horas_trabalho,7170.0
04-2007,101h51m,Belo Horizonte,horas_trabalho,6111.0
05-2007,96h58m,Belo Horizonte,horas_trabalho,5818.0
06-2007,96h00m,Belo Horizonte,horas_trabalho,5760.0
07-2007,94h00m,Belo Horizonte,horas_trabalho,5640.0
08-2007,101h39m,Belo Horizonte,horas_trabalho,6099.0
09-2007,104h32m,Belo Horizonte,horas_trabalho,6272.0
10-2007,108h08m,Belo Horizonte,horas_trabalho,6488.0
11-2007,112h21m,Belo Horizonte,horas_trabalho,6741.0
12-2007,118h34m,Belo Horizonte,horas_trabalho,7114.0
01-2008,125h30m,Belo Horizonte,horas_trabalho,7530.0
02-2008,119h30m,Belo Horizonte,horas_trabalho,7170.0
03-2008,113h10m,Belo Horizonte,horas_trabalho,6790.0
04-2008,121h02m,Belo Horizonte,horas_trabalho,7262.0
05-2008,122h13m,Belo Horizonte,horas_trabalho,7333.0
06-2008,125h07m,Belo Horizonte,horas_trabalho,7507.0
07-2008,130h57m,Belo Horizonte,horas_trabalho,7857.0
08-2008,122h36m,Belo Horizonte,horas_trabalho,7356.0
09-2008,117h08m,Belo Horizonte,horas_trabalho,7028.0
10-2008,118h04m,Belo Horizonte,horas_trabalho,7084.0
11-2008,119h29m,Belo Horizonte,horas_trabalho,7169.0
12-2008,122h04m,Belo Horizonte,horas_trabalho,7324.0
01-2009,123h00m,Belo Horizonte,horas_trabalho,7380.0
02-2009,102h48m,Belo Horizonte,horas_trabalho,6168.0
03-2009,97h44m,Belo Horizonte,horas_trabalho,5864.0
04-2009,101h30m,Belo Horizonte,horas_trabalho,6090.0
05-2009,102h14m,Belo Horizonte,horas_trabalho,6134.0
06-2009,103h13m,Belo Horizonte,horas_trabalho,6193.0
07-2009,101h30m,Belo Horizonte,horas_trabalho,6090.0
08-2009,101h01m,Belo Horizonte,horas_trabalho,6061.0
09-2009,101h55m,Belo Horizonte,horas_trabalho,6115.0
10-2009,104h20m,Belo Horizonte,horas_trabalho,6260.0
11-2009,106h36m,Belo Horizonte,horas_trabalho,6396.0
12-2009,101h14m,Belo Horizonte,horas_trabalho,6074.0
01-2010,88h44m,Belo Horizonte,horas_trabalho,5324.0
02-2010,93h24m,Belo Horizonte,horas_trabalho,5604.0
03-2010,96h47m,Belo Horizonte,horas_trabalho,5807.0
04-2010,103h07m,Belo Horizonte,horas_trabalho,6187.0
05-2010,103h44m,Belo Horizonte,horas_trabalho,6224.0
06-2010,99h53m,Belo Horizonte,horas_trabalho,5993.0
07-2010,94h02m,Belo Horizonte,horas_trabalho,5642.0
08-2010,92h14m,Belo Horizonte,horas_trabalho,5534.0
09-2010,93h54m,Belo Horizonte,horas_trabalho,5634.0
10-2010,99h04m,Belo Horizonte,horas_trabalho,5944.0
11-2010,101h44m,Belo Horizonte,horas_trabalho,6104.0
12-2010,101h54m,Belo Horizonte,horas_trabalho,6114.0
01-2011,99h27m,Belo Horizonte,horas_trabalho,5967.0
02-2011,100h29m,Belo Horizonte,horas_trabalho,6029.0
03-2011,100h25m,Belo Horizonte,horas_trabalho,6025.0
04-2011,99h43m,Belo Horizonte,horas_trabalho,5983.0
05-2011,99h48m,Belo Horizonte,horas_trabalho,5988.0
06-2011,100h08m,Belo Horizonte,horas_trabalho,6008.0
07-2011,98h56m,Belo Horizonte,horas_trabalho,5936.0
08-2011,100h42m,Belo Horizonte,horas_trabalho,6042.0
09-2011,101h18m,Belo Horizonte,horas_trabalho,6078.0
10-2011,101h48m,Belo Horizonte,horas_trabalho,6108.0
11-2011,103h37m,Belo Horizonte,horas_trabalho,6217.0
12-2011,106h34m,Belo Horizonte,horas_trabalho,6394.0
01-2012,94h49m,Belo Horizonte,horas_trabalho,5689.0
02-2012,93h29m,Belo Horizonte,horas_trabalho,5609.0
03-2012,92h17m,Belo Horizonte,horas_trabalho,5537.0
04-2012,91h32m,Belo Horizonte,horas_trabalho,5492.0
05-2012,93h43m,Belo Horizonte,horas_trabalho,5623.0
06-2012,94h03m,Belo Horizonte,horas_trabalho,5643.0
07-2012,101h57m,Belo Horizonte,horas_trabalho,6117.0
08-2012,101h17m,Belo Horizonte,horas_trabalho,6077.0
09-2012,104h33m,Belo Horizonte,horas_trabalho,6273.0
10-2012,102h47m,Belo Horizonte,horas_trabalho,6167.0
11-2012,100h02m,Belo Horizonte,horas_trabalho,6002.0
12-2012,102h53m,Belo Horizonte,horas_trabalho,6173.0
01-2013,97h17m,Belo Horizonte,horas_trabalho,5837.0
02-2013,101h43m,Belo Horizonte,horas_trabalho,6103.0
03-2013,105h07m,Belo Horizonte,horas_trabalho,6307.0
04-2013,105h18m,Belo Horizonte,horas_trabalho,6318.0
05-2013,102h08m,Belo Horizonte,horas_trabalho,6128.0
06-2013,100h06m,Belo Horizonte,horas_trabalho,6006.0
07-2013,95h14m,Belo Horizonte,horas_trabalho,5714.0
08-2013,94h17m,Belo Horizonte,horas_trabalho,5657.0
09-2013,96h02m,Belo Horizonte,horas_trabalho,5762.0
10-2013,98h14m,Belo Horizonte,horas_trabalho,5894.0
11-2013,100h52m,Belo Horizonte,horas_trabalho,6052.0
12-2013,101h19m,Belo Horizonte,horas_trabalho,6079.0
01-2014,92h59m,Belo Horizonte,horas_trabalho,5579.0
02-2014,93h38m,Belo Horizonte,horas_trabalho,5618.0
03-2014,93h21m,Belo Horizonte,horas_trabalho,5601.0
04-2014,104h04m,Belo Horizonte,horas_trabalho,6244.0
05-2014,104h53m,Belo Horizonte,horas_trabalho,6293.0
06-2014,97h11m,Belo Horizonte,horas_trabalho,5831.0
07-2014,93h42m,Belo Horizonte,horas_trabalho,5622.0
08-2014,92h13m,Belo Horizonte,horas_trabalho,5533.0
09-2014,92h14m,Belo Horizonte,horas_trabalho,5534.0
10-2014,93h26m,Belo Horizonte,horas_trabalho,5606.0
11-2014,94h04m,Belo Horizonte,horas_trabalho,5644.0
12-2014,96h02m,Belo Horizonte,horas_trabalho,5762.0
01-2015,94h15m,Belo Horizonte,horas_trabalho,5655.0
02-2015,95h24m,Belo Horizonte,horas_trabalho,5724.0
03-2015,95h49m,Belo Horizonte,horas_trabalho,5749.0
04-2015,97h15m,Belo Horizonte,horas_trabalho,5835.0
05-2015,99h22m,Belo Horizonte,horas_trabalho,5962.0
06-2015,94h35m,Belo Horizonte,horas_trabalho,5675.0
07-2015,96h20m,Belo Horizonte,horas_trabalho,5780.0
08-2015,94h12m,Belo Horizonte,horas_trabalho,5652.0
09-2015,94h25m,Belo Horizonte,horas_trabalho,5665.0
10-2015,94h32m,Belo Horizonte,horas_trabalho,5672.0
11-2015,101h07m,Belo Horizonte,horas_trabalho,6067.0
12-2015,105h14m,Belo Horizonte,horas_trabalho,6314.0
01-2016,104h26m,Belo Horizonte,horas_trabalho,6266.0
02-2016,100h04m,Belo Horizonte,horas_trabalho,6004.0
03-2016,102h13m,Belo Horizonte,horas_trabalho,6133.0
04-2016,99h49m,Belo Horizonte,horas_trabalho,5989.0
05-2016,102h08m,Belo Horizonte,horas_trabalho,6128.0
06-2016,106h27m,Belo Horizonte,horas_trabalho,6387.0
07-2016,105h47m,Belo Horizonte,horas_trabalho,6347.0
08-2016,107h25m,Belo Horizonte,horas_trabalho,6445.0
09-2016,105h23m,Belo Horizonte,horas_trabalho,6323.0
10-2016,104h37m,Belo Horizonte,horas_trabalho,6277.0
11-2016,100h14m,Belo Horizonte,horas_trabalho,6014.0
12-2016,98h40m,Belo Horizonte,horas_trabalho,5920.0
01-2017,91h30m,Belo Horizonte,horas_trabalho,5490.0
02-2017,88h40m,Belo Horizonte,horas_trabalho,5320.0
03-2017,90h32m,Belo Horizonte,horas_trabalho,5432.0
04-2017,93h18m,Belo Horizonte,horas_trabalho,5598.0
05-2017,91h43m,Belo Horizonte,horas_trabalho,5503.0
06-2017,88h01m,Belo Horizonte,horas_trabalho,5281.0
07-2017,90h05m,Belo Horizonte,horas_trabalho,5405.0
08-2017,85h43m,Belo Horizonte,horas_trabalho,5143.0
09-2017,84h57m,Belo Horizonte,horas_trabalho,5097.0
10-2017,85h55m,Belo Horizonte,horas_trabalho,5155.0
11-2017,84h28m,Belo Horizonte,horas_trabalho,5068.0
12-2017,84h54m,Belo Horizonte,horas_trabalho,5094.0
01-2018,87h38m,Belo Horizonte,horas_trabalho,5258.0
02-2018,88h04m,Belo Horizonte,horas_trabalho,5284.0
03-2018,87h12m,Belo Horizonte,horas_trabalho,5232.0
04-2018,86h50m,Belo Horizonte,horas_trabalho,5210.0
05-2018,86h30m,Belo Horizonte,horas_trabalho,5190.0
06-2018,86h14m,Belo Horizonte,horas_trabalho,5174.0
07-2018,83h47m,Belo Horizonte,horas_trabalho,5027.0
08-2018,82h32m,Belo Horizonte,horas_trabalho,4952.0
09-2018,82h45m,Belo Horizonte,horas_trabalho,4965.0
10-2018,85h58m,Belo Horizonte,horas_trabalho,5158.0
11-2018,92h41m,Belo Horizonte,horas_trabalho,5561.0
12-2018,94h15m,Belo Horizonte,horas_trabalho,5655.0
01-2019,89h22m,Belo Horizonte,horas_trabalho,5362.0
02-2019,93h41m,Belo Horizonte,horas_trabalho,5621.0
03-2019,97h43m,Belo Horizonte,horas_trabalho,5863.0
04-2019,100h43m,Belo Horizonte,horas_trabalho,6043.0
05-2019,93h39m,Belo Horizonte,horas_trabalho,5619.0
06-2019,94h38m,Belo Horizonte,horas_trabalho,5678.0
07-2019,91h29m,Belo Horizonte,horas_trabalho,5489.0
08-2019,88h26m,Belo Horizonte,horas_trabalho,5306.0
09-2019,86h11m,Belo Horizonte,horas_trabalho,5171.0
10-2019,86h23m,Belo Horizonte,horas_trabalho,5183.0
11-2019,86h46m,Belo Horizonte,horas_trabalho,5206.0
12-2019,98h05m,Belo Horizonte,horas_trabalho,5885.0
01-2020,96h38m,Belo Horizonte,horas_trabalho,5798.0
02-2020,96h39m,Belo Horizonte,horas_trabalho,5799.0
03-2020,97h07m,Belo Horizonte,horas_trabalho,5827.0
04-2020,102h01m,Belo Horizonte,horas_trabalho,6121.0
05-2020,101h54m,Belo Horizonte,horas_trabalho,6114.0
06-2020,100h02m,Belo Horizonte,horas_trabalho,6002.0
07-2020,97h55m,Belo Horizonte,horas_trabalho,5875.0
08-2020,100h39m,Belo Horizonte,horas_trabalho,6039.0
09-2020,103h30m,Belo Horizonte,horas_trabalho,6210.0
10-2020,108h48m,Belo Horizonte,horas_trabalho,6528.0
11-2020,116h17m,Belo Horizonte,horas_trabalho,6977.0
12-2020,119h41m,Belo Horizonte,horas_trabalho,7181.0
01-2021,118h27m,Belo Horizonte,horas_trabalho,7107.0
02-2021,114h43m,Belo Horizonte,horas_trabalho,6883.0
03-2021,111h08m,Belo Horizonte,horas_trabalho,6668.0
04-2021,113h10m,Belo Horizonte,horas_trabalho,6790.0
05-2021,,Belo Horizonte,horas_trabalho,
06-2021,107h23m,Belo Horizonte,horas_trabalho,6443.0
07-2021,111h01m,Belo Horizonte,horas_trabalho,6661.0
08-2021,114h01m,Belo Horizonte,horas_trabalho,6841.0
09-2021,117h57m,Belo Horizonte,horas_trabalho,7077.0
10-2021,121h00m,Belo Horizonte,horas_trabalho,7260.0
11-2021,120h17m,Belo Horizonte,horas_trabalho,7217.0
12-2021,122h47m,Belo Horizonte,horas_trabalho,7367.0
01-2022,116h30m,Belo Horizonte,horas_trabalho,6990.0
02-2022,118h06m,Belo Horizonte,horas_trabalho,7086.0
03-2022,123h04m,Belo Horizonte,horas_trabalho,7384.0
04-2022,127h10m,Belo Horizonte,horas_trabalho,7630.0
05-2022,119h45m,Belo Horizonte,horas_trabalho,7185.0
06-2022,119h13m,Belo Horizonte,horas_trabalho,7153.0
07-2022,120h07m,Belo Horizonte,horas_trabalho,7207.0
08-2022,117h38m,Belo Horizonte,horas_trabalho,7058.0
09-2022,120h13m,Belo Horizonte,horas_trabalho,7213.0
10-2022,122h29m,Belo Horizonte,horas_trabalho,7349.0
11-2022,128h04m,Belo Horizonte,horas_trabalho,7684.0
12-2022,128h15m,Belo Horizonte,horas_trabalho,7695.0
01-2023,121h14m,Belo Horizonte,horas_trabalho,7274.0
02-2023,116h26m,Belo Horizonte,horas_trabalho,6986.0
03-2023,112h01m,Belo Horizonte,horas_trabalho,6721.0
04-2023,114h29m,Belo Horizonte,horas_trabalho,6869.0
05-2023,112h33m,Belo Horizonte,horas_trabalho,6753.0
06-2023,110h44m,Belo Horizonte,horas_trabalho,6644.0
07-2023,110h24m,Belo Horizonte,horas_trabalho,6624.0
08-2023,109h36m,Belo Horizonte,horas_trabalho,6576.0
09-2023,107h34m,Belo Horizonte,horas_trabalho,6454.0
10-2023,106h14m,Belo Horizonte,horas_trabalho,6374.0
11-2023,108h23m,Belo Horizonte,horas_trabalho,6503.0
12-2023,111h14m,Belo Horizonte,horas_trabalho,6674.0
01-2024,114h44m,Belo Horizonte,horas_trabalho,6884.0
02-2024,115h34m,Belo Horizonte,horas_trabalho,6934.0
03-2024,112h57m,Belo Horizonte,horas_trabalho,6777.0
04-2024,112h49m,Belo Horizonte,horas_trabalho,6769.0
05-2024,109h20m,Belo Horizonte,horas_trabalho,6560.0
06-2024,110h44m,Belo Horizonte,horas_trabalho,6644.0
07-2024,103h51m,Belo Horizonte,horas_trabalho,6231.0
08-2024,104h01m,Belo Horizonte,horas_trabalho,6241.0
09-2024,103h20m,Belo Horizonte,horas_trabalho,6200.0
10-2024,107h32m,Belo Horizonte,horas_trabalho,6452.0
11-2024,108h53m,Belo Horizonte,horas_trabalho,6533.0
12-2024,110h03m,Belo Horizonte,horas_trabalho,6603.0
01-1989,154h04m,Rio de Janeiro,horas_trabalho,9244.0
02-1989,178h32m,Rio de Janeiro,horas_trabalho,10712.0
03-1989,194h04m,Rio de Janeiro,horas_trabalho,11644.0
04-1989,197h49m,Rio de Janeiro,horas_trabalho,11869.0
05-1989,197h16m,Rio de Janeiro,horas_trabalho,11836.0
06-1989,177h59m,Rio de Janeiro,horas_trabalho,10679.0
07-1989,170h34m,Rio de Janeiro,horas_trabalho,10234.0
08-1989,177h19m,Rio de Janeiro,horas_trabalho,10639.0
09-1989,173h29m,Rio de Janeiro,horas_trabalho,10409.0
10-1989,145h53m,Rio de Janeiro,horas_trabalho,8753.0
11-1989,150h13m,Rio de Janeiro,horas_trabalho,9013.0
12-1989,149h02m,Rio de Janeiro,horas_trabalho,8942.0
01-1990,171h25m,Rio de Janeiro,horas_trabalho,10285.0
02-1990,161h47m,Rio de Janeiro,horas_trabalho,9707.0
03-1990,164h30m,Rio de Janeiro,horas_trabalho,9870.0
04-1990,188h45m,Rio de Janeiro,horas_trabalho,11325.0
05-1990,215h00m,Rio de Janeiro,horas_trabalho,12900.0
06-1990,263h58m,Rio de Janeiro,horas_trabalho,15838.0
07-1990,225h04m,Rio de Janeiro,horas_trabalho,13504.0
08-1990,233h50m,Rio de Janeiro,horas_trabalho,14030.0
09-1990,233h35m,Rio de Janeiro,horas_trabalho,14015.0
10-1990,222h35m,Rio de Janeiro,horas_trabalho,13355.0
11-1990,181h27m,Rio de Janeiro,horas_trabalho,10887.0
12-1990,189h01m,Rio de Janeiro,horas_trabalho,11341.0
01-1991,175h37m,Rio de Janeiro,horas_trabalho,10537.0
02-1991,164h54m,Rio de Janeiro,horas_trabalho,9894.0
03-1991,161h42m,Rio de Janeiro,horas_trabalho,9702.0
04-1991,156h51m,Rio de Janeiro,horas_trabalho,9411.0
05-1991,133h05m,Rio de Janeiro,horas_trabalho,7985.0
06-1991,137h09m,Rio de Janeiro,horas_trabalho,8229.0
07-1991,164h11m,Rio de Janeiro,horas_trabalho,9851.0
08-1991,122h00m,Rio de Janeiro,horas_trabalho,7320.0
09-1991,121h20m,Rio de Janeiro,horas_trabalho,7280.0
10-1991,161h25m,Rio de Janeiro,horas_trabalho,9685.0
11-1991,209h02m,Rio de Janeiro,horas_trabalho,12542.0
12-1991,168h43m,Rio de Janeiro,horas_trabalho,10123.0
01-1992,139h29m,Rio de Janeiro,horas_trabalho,8369.0
02-1992,156h28m,Rio de Janeiro,horas_trabalho,9388.0
03-1992,198h13m,Rio de Janeiro,horas_trabalho,11893.0
04-1992,242h40m,Rio de Janeiro,horas_trabalho,14560.0
05-1992,125h05m,Rio de Janeiro,horas_trabalho,7505.0
06-1992,145h55m,Rio de Janeiro,horas_trabalho,8755.0
07-1992,181h44m,Rio de Janeiro,horas_trabalho,10904.0
08-1992,234h53m,Rio de Janeiro,horas_trabalho,14093.0
09-1992,136h21m,Rio de Janeiro,horas_trabalho,8181.0
10-1992,163h58m,Rio de Janeiro,horas_trabalho,9838.0
11-1992,187h45m,Rio de Janeiro,horas_trabalho,11265.0
12-1992,228h27m,Rio de Janeiro,horas_trabalho,13707.0
01-1993,130h52m,Rio de Janeiro,horas_trabalho,7852.0
02-1993,164h36m,Rio de Janeiro,horas_trabalho,9876.0
03-1993,153h03m,Rio de Janeiro,horas_trabalho,9183.0
04-1993,211h14m,Rio de Janeiro,horas_trabalho,12674.0
05-1993,139h11m,Rio de Janeiro,horas_trabalho,8351.0
06-1993,183h50m,Rio de Janeiro,horas_trabalho,11030.0
07-1993,152h45m,Rio de Janeiro,horas_trabalho,9165.0
08-1993,173h45m,Rio de Janeiro,horas_trabalho,10425.0
09-1993,135h06m,Rio de Janeiro,horas_trabalho,8106.0
10-1993,149h28m,Rio de Janeiro,horas_trabalho,8968.0
11-1993,165h24m,Rio de Janeiro,horas_trabalho,9924.0
12-1993,189h34m,Rio de Janeiro,horas_trabalho,11374.0
01-1994,162h53m,Rio de Janeiro,horas_trabalho,9773.0
02-1994,165h35m,Rio de Janeiro,horas_trabalho,9935.0
03-1994,184h56m,Rio de Janeiro,horas_trabalho,11096.0
04-1994,184h11m,Rio de Janeiro,horas_trabalho,11051.0
05-1994,176h09m,Rio de Janeiro,horas_trabalho,10569.0
06-1994,184h50m,Rio de Janeiro,horas_trabalho,11090.0
07-1994,224h51m,Rio de Janeiro,horas_trabalho,13491.0
08-1994,244h45m,Rio de Janeiro,horas_trabalho,14685.0
09-1994,240h25m,Rio de Janeiro,horas_trabalho,14425.0
10-1994,250h48m,Rio de Janeiro,horas_trabalho,15048.0
11-1994,261h14m,Rio de Janeiro,horas_trabalho,15674.0
12-1994,242h52m,Rio de Janeiro,horas_trabalho,14572.0
01-1995,195h49m,Rio de Janeiro,horas_trabalho,11749.0
02-1995,236h16m,Rio de Janeiro,horas_trabalho,14176.0
03-1995,240h48m,Rio de Janeiro,horas_trabalho,14448.0
04-1995,272h23m,Rio de Janeiro,horas_trabalho,16343.0
05-1995,195h30m,Rio de Janeiro,horas_trabalho,11730.0
06-1995,181h15m,Rio de Janeiro,horas_trabalho,10875.0
07-1995,163h36m,Rio de Janeiro,horas_trabalho,9816.0
08-1995,164h34m,Rio de Janeiro,horas_trabalho,9874.0
09-1995,166h32m,Rio de Janeiro,horas_trabalho,9992.0
10-1995,167h31m,Rio de Janeiro,horas_trabalho,10051.0
11-1995,176h56m,Rio de Janeiro,horas_trabalho,10616.0
12-1995,178h00m,Rio de Janeiro,horas_trabalho,10680.0
01-1996,184h09m,Rio de Janeiro,horas_trabalho,11049.0
02-1996,182h28m,Rio de Janeiro,horas_trabalho,10948.0
03-1996,178h26m,Rio de Janeiro,horas_trabalho,10706.0
04-1996,184h21m,Rio de Janeiro,horas_trabalho,11061.0
05-1996,171h21m,Rio de Janeiro,horas_trabalho,10281.0
06-1996,170h44m,Rio de Janeiro,horas_trabalho,10244.0
07-1996,168h19m,Rio de Janeiro,horas_trabalho,10099.0
08-1996,169h51m,Rio de Janeiro,horas_trabalho,10191.0
09-1996,165h24m,Rio de Janeiro,horas_trabalho,9924.0
10-1996,163h05m,Rio de Janeiro,horas_trabalho,9785.0
11-1996,164h50m,Rio de Janeiro,horas_trabalho,9890.0
12-1996,165h15m,Rio de Janeiro,horas_trabalho,9915.0
01-1997,167h30m,Rio de Janeiro,horas_trabalho,10050.0
02-1997,170h27m,Rio de Janeiro,horas_trabalho,10227.0
03-1997,182h03m,Rio de Janeiro,horas_trabalho,10923.0
04-1997,184h05m,Rio de Janeiro,horas_trabalho,11045.0
05-1997,165h40m,Rio de Janeiro,horas_trabalho,9940.0
06-1997,159h36m,Rio de Janeiro,horas_trabalho,9576.0
07-1997,154h13m,Rio de Janeiro,horas_trabalho,9253.0
08-1997,156h28m,Rio de Janeiro,horas_trabalho,9388.0
09-1997,157h57m,Rio de Janeiro,horas_trabalho,9477.0
10-1997,164h33m,Rio de Janeiro,horas_trabalho,9873.0
11-1997,163h02m,Rio de Janeiro,horas_trabalho,9782.0
12-1997,174h19m,Rio de Janeiro,horas_trabalho,10459.0
01-1998,180h21m,Rio de Janeiro,horas_trabalho,10821.0
02-1998,181h54m,Rio de Janeiro,horas_trabalho,10914.0
03-1998,183h59m,Rio de Janeiro,horas_trabalho,11039.0
04-1998,185h58m,Rio de Janeiro,horas_trabalho,11158.0
05-1998,171h13m,Rio de Janeiro,horas_trabalho,10273.0
06-1998,170h41m,Rio de Janeiro,horas_trabalho,10241.0
07-1998,164h01m,Rio de Janeiro,horas_trabalho,9841.0
08-1998,156h42m,Rio de Janeiro,horas_trabalho,9402.0
09-1998,156h20m,Rio de Janeiro,horas_trabalho,9380.0
10-1998,150h51m,Rio de Janeiro,horas_trabalho,9051.0
11-1998,158h12m,Rio de Janeiro,horas_trabalho,9492.0
12-1998,159h07m,Rio de Janeiro,horas_trabalho,9547.0
01-1999,159h21m,Rio de Janeiro,horas_trabalho,9561.0
02-1999,157h53m,Rio de Janeiro,horas_trabalho,9473.0
03-1999,163h15m,Rio de Janeiro,horas_trabalho,9795.0
04-1999,162h27m,Rio de Janeiro,horas_trabalho,9747.0
05-1999,158h00m,Rio de Janeiro,horas_trabalho,9480.0
06-1999,155h29m,Rio de Janeiro,horas_trabalho,9329.0
07-1999,153h28m,Rio de Janeiro,horas_trabalho,9208.0
08-1999,158h49m,Rio de Janeiro,horas_trabalho,9529.0
09-1999,156h59m,Rio de Janeiro,horas_trabalho,9419.0
10-1999,163h01m,Rio de Janeiro,horas_trabalho,9781.0
11-1999,164h57m,Rio de Janeiro,horas_trabalho,9897.0
12-1999,163h10m,Rio de Janeiro,horas_trabalho,9790.0
01-2000,163h05m,Rio de Janeiro,horas_trabalho,9785.0
02-2000,173h33m,Rio de Janeiro,horas_trabalho,10413.0
03-2000,178h09m,Rio de Janeiro,horas_trabalho,10689.0
04-2000,158h24m,Rio de Janeiro,horas_trabalho,9504.0
